Line_Number,Timestamp,Parsed_Time,Event,IP_Address,Username,Process,Host,Message,Raw_Line,Geo_Country,Geo_City,Geo_Lat,Geo_Lon,IP_Reputation,ASN,MITRE_Technique,MITRE_Tactic,Geo_Risk,Session_ID,Risk_Score,Severity_Level
275,Jun 15 22:11:33,2024-06-15 22:11:33,FAILED_LOGIN,192.168.1.55,ubuntu,sshd,auth-gateway,12020]: Failed password for ubuntu from 192.168.1.55 port 35145 ssh2,Jun 15 22:11:33 auth-gateway sshd[12020]: Failed password for ubuntu from 192.168.1.55 port 35145 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0097,59.03,CRITICAL
276,Jun 15 22:15:22,2024-06-15 22:15:22,FAILED_LOGIN,10.0.0.5,user,sshd,web-prod,64011]: Failed password for user from 10.0.0.5 port 44373 ssh2,Jun 15 22:15:22 web-prod sshd[64011]: Failed password for user from 10.0.0.5 port 44373 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1110 — Brute Force,Credential Access,0.3,S-0100,47.71,CRITICAL
277,Jun 15 22:26:45,2024-06-15 22:26:45,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,37170]: Accepted password for deploy from 10.0.0.12 port 41750 ssh2,Jun 15 22:26:45 web-prod sshd[37170]: Accepted password for deploy from 10.0.0.12 port 41750 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0101,52.14,CRITICAL
278,Jun 15 22:34:26,2024-06-15 22:34:26,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,server01,31587]: Accepted password for deploy from 192.168.1.101 port 62517 ssh2,Jun 15 22:34:26 server01 sshd[31587]: Accepted password for deploy from 192.168.1.101 port 62517 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0099,51.72,CRITICAL
279,Jun 15 22:40:00,2024-06-15 22:40:00,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,server01,18543]: Accepted password for user from 10.0.0.12 port 61512 ssh2,Jun 15 22:40:00 server01 sshd[18543]: Accepted password for user from 10.0.0.12 port 61512 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0101,52.14,CRITICAL
280,Jun 15 22:40:37,2024-06-15 22:40:37,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,39703]: Accepted password for ubuntu from 192.168.1.101 port 64439 ssh2,Jun 15 22:40:37 auth-gateway sshd[39703]: Accepted password for ubuntu from 192.168.1.101 port 64439 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0099,51.72,CRITICAL
281,Jun 15 22:51:28,2024-06-15 22:51:28,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,server01,52135]: Accepted password for deploy from 10.0.0.12 port 59317 ssh2,Jun 15 22:51:28 server01 sshd[52135]: Accepted password for deploy from 10.0.0.12 port 59317 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0101,52.14,CRITICAL
282,Jun 15 22:52:52,2024-06-15 22:52:52,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,server01,11704]: Accepted password for user from 10.0.0.12 port 31024 ssh2,Jun 15 22:52:52 server01 sshd[11704]: Accepted password for user from 10.0.0.12 port 31024 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0101,52.14,CRITICAL
283,Jun 15 22:52:55,2024-06-15 22:52:55,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,db-primary,18023]: Accepted password for admin from 192.168.1.55 port 38957 ssh2,Jun 15 22:52:55 db-primary sshd[18023]: Accepted password for admin from 192.168.1.55 port 38957 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0102,59.03,CRITICAL
284,Jun 15 23:08:51,2024-06-15 23:08:51,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,db-primary,61057]: Accepted password for admin from 192.168.1.101 port 46012 ssh2,Jun 15 23:08:51 db-primary sshd[61057]: Accepted password for admin from 192.168.1.101 port 46012 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0099,51.72,CRITICAL
285,Jun 15 23:14:46,2024-06-15 23:14:46,FAILED_LOGIN,10.0.0.5,user,sshd,db-primary,53543]: Failed password for user from 10.0.0.5 port 35114 ssh2,Jun 15 23:14:46 db-primary sshd[53543]: Failed password for user from 10.0.0.5 port 35114 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1110 — Brute Force,Credential Access,0.3,S-0103,47.71,CRITICAL
286,Jun 15 23:18:19,2024-06-15 23:18:19,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,web-prod,2414]: Accepted password for admin from 10.0.0.12 port 47856 ssh2,Jun 15 23:18:19 web-prod sshd[2414]: Accepted password for admin from 10.0.0.12 port 47856 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0101,52.14,CRITICAL
287,Jun 15 23:27:05,2024-06-15 23:27:05,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,db-primary,43717]: Accepted password for deploy from 10.0.0.5 port 35596 ssh2,Jun 15 23:27:05 db-primary sshd[43717]: Accepted password for deploy from 10.0.0.5 port 35596 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0103,47.71,CRITICAL
288,Jun 15 23:32:23,2024-06-15 23:32:23,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,web-prod,57524]: Accepted password for user from 10.0.0.5 port 62469 ssh2,Jun 15 23:32:23 web-prod sshd[57524]: Accepted password for user from 10.0.0.5 port 62469 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0103,47.71,CRITICAL
289,Jun 15 23:41:04,2024-06-15 23:41:04,FAILED_LOGIN,10.0.1.200,user,sshd,auth-gateway,19496]: Failed password for user from 10.0.1.200 port 45956 ssh2,Jun 15 23:41:04 auth-gateway sshd[19496]: Failed password for user from 10.0.1.200 port 45956 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1110 — Brute Force,Credential Access,0.3,S-0104,49.62,CRITICAL
290,Jun 15 23:41:19,2024-06-15 23:41:19,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,web-prod,44114]: Accepted password for deploy from 192.168.1.55 port 30134 ssh2,Jun 15 23:41:19 web-prod sshd[44114]: Accepted password for deploy from 192.168.1.55 port 30134 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0105,59.03,CRITICAL
291,Jun 15 23:48:57,2024-06-15 23:48:57,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,auth-gateway,11592]: Accepted password for user from 10.0.0.12 port 59364 ssh2,Jun 15 23:48:57 auth-gateway sshd[11592]: Accepted password for user from 10.0.0.12 port 59364 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0106,52.14,CRITICAL
292,Jun 15 23:55:01,2024-06-15 23:55:01,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,server01,49130]: Accepted password for admin from 10.0.0.12 port 53884 ssh2,Jun 15 23:55:01 server01 sshd[49130]: Accepted password for admin from 10.0.0.12 port 53884 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0106,52.14,CRITICAL
293,Jun 16 00:00:18,2024-06-16 00:00:18,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,64796]: Accepted password for deploy from 10.0.1.200 port 57288 ssh2,Jun 16 00:00:18 db-primary sshd[64796]: Accepted password for deploy from 10.0.1.200 port 57288 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0104,49.62,CRITICAL
294,Jun 16 00:00:23,2024-06-16 00:00:23,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,web-prod,6719]: Accepted password for admin from 192.168.1.101 port 44965 ssh2,Jun 16 00:00:23 web-prod sshd[6719]: Accepted password for admin from 192.168.1.101 port 44965 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0107,51.72,CRITICAL
295,Jun 16 00:05:14,2024-06-16 00:05:14,FAILED_LOGIN,10.0.0.12,user,sshd,auth-gateway,16644]: Failed password for user from 10.0.0.12 port 59137 ssh2,Jun 16 00:05:14 auth-gateway sshd[16644]: Failed password for user from 10.0.0.12 port 59137 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1110 — Brute Force,Credential Access,0.3,S-0106,52.14,CRITICAL
296,Jun 16 00:11:44,2024-06-16 00:11:44,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,server01,29740]: Accepted password for admin from 10.0.0.5 port 44106 ssh2,Jun 16 00:11:44 server01 sshd[29740]: Accepted password for admin from 10.0.0.5 port 44106 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0108,47.71,CRITICAL
297,Jun 16 00:23:32,2024-06-16 00:23:32,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,auth-gateway,49912]: Accepted password for ubuntu from 10.0.1.200 port 44703 ssh2,Jun 16 00:23:32 auth-gateway sshd[49912]: Accepted password for ubuntu from 10.0.1.200 port 44703 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0104,49.62,CRITICAL
298,Jun 16 00:23:45,2024-06-16 00:23:45,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,auth-gateway,26761]: Accepted password for admin from 10.0.1.200 port 43056 ssh2,Jun 16 00:23:45 auth-gateway sshd[26761]: Accepted password for admin from 10.0.1.200 port 43056 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0104,49.62,CRITICAL
299,Jun 16 00:52:26,2024-06-16 00:52:26,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,web-prod,38802]: Accepted password for deploy from 10.0.0.5 port 43775 ssh2,Jun 16 00:52:26 web-prod sshd[38802]: Accepted password for deploy from 10.0.0.5 port 43775 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0109,47.71,CRITICAL
300,Jun 16 01:01:10,2024-06-16 01:01:10,SUCCESSFUL_LOGIN,10.0.1.200,ubuntu,sshd,web-prod,39800]: Accepted password for ubuntu from 10.0.1.200 port 61132 ssh2,Jun 16 01:01:10 web-prod sshd[39800]: Accepted password for ubuntu from 10.0.1.200 port 61132 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0110,49.62,CRITICAL
301,Jun 16 01:23:18,2024-06-16 01:23:18,SUCCESSFUL_LOGIN,192.168.1.101,user,sshd,server01,15522]: Accepted password for user from 192.168.1.101 port 51362 ssh2,Jun 16 01:23:18 server01 sshd[15522]: Accepted password for user from 192.168.1.101 port 51362 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0111,51.72,CRITICAL
302,Jun 16 01:33:09,2024-06-16 01:33:09,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,20359]: Accepted password for deploy from 10.0.0.12 port 35271 ssh2,Jun 16 01:33:09 web-prod sshd[20359]: Accepted password for deploy from 10.0.0.12 port 35271 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0112,52.14,CRITICAL
303,Jun 16 01:39:59,2024-06-16 01:39:59,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,db-primary,1890]: Accepted password for admin from 10.0.0.5 port 44273 ssh2,Jun 16 01:39:59 db-primary sshd[1890]: Accepted password for admin from 10.0.0.5 port 44273 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0113,47.71,CRITICAL
304,Jun 16 01:45:21,2024-06-16 01:45:21,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,web-prod,13178]: Accepted password for ubuntu from 10.0.0.12 port 33453 ssh2,Jun 16 01:45:21 web-prod sshd[13178]: Accepted password for ubuntu from 10.0.0.12 port 33453 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0112,52.14,CRITICAL
305,Jun 16 01:45:46,2024-06-16 01:45:46,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,db-primary,29755]: Accepted password for deploy from 10.0.1.200 port 38867 ssh2,Jun 16 01:45:46 db-primary sshd[29755]: Accepted password for deploy from 10.0.1.200 port 38867 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0114,49.62,CRITICAL
306,Jun 16 02:00:00,2024-06-16 02:00:00,FAILED_LOGIN,11.22.244.17,svc_forensics,sshd,server01,62367]: Failed password for svc_forensics from 11.22.244.17 port 41725 ssh2,Jun 16 02:00:00 server01 sshd[62367]: Failed password for svc_forensics from 11.22.244.17 port 41725 ssh2,Japan,Tokyo,35.68,139.69,0.72,AS15169 — Google LLC,T1110 — Brute Force,Credential Access,0.1,S-0115,100.0,CRITICAL
307,Jun 16 02:00:04,2024-06-16 02:00:04,SUCCESSFUL_LOGIN,192.168.1.101,deploy,sshd,auth-gateway,23276]: Accepted password for deploy from 192.168.1.101 port 47082 ssh2,Jun 16 02:00:04 auth-gateway sshd[23276]: Accepted password for deploy from 192.168.1.101 port 47082 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0116,51.72,CRITICAL
308,Jun 16 02:05:04,2024-06-16 02:05:04,SUCCESSFUL_LOGIN,10.0.1.200,user,sshd,web-prod,20617]: Accepted password for user from 10.0.1.200 port 61128 ssh2,Jun 16 02:05:04 web-prod sshd[20617]: Accepted password for user from 10.0.1.200 port 61128 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0114,49.62,CRITICAL
309,Jun 16 02:10:52,2024-06-16 02:10:52,FAILED_LOGIN,192.168.1.55,deploy,sshd,auth-gateway,10378]: Failed password for deploy from 192.168.1.55 port 35994 ssh2,Jun 16 02:10:52 auth-gateway sshd[10378]: Failed password for deploy from 192.168.1.55 port 35994 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1110 — Brute Force,Credential Access,0.95,S-0117,59.03,CRITICAL
310,Jun 16 02:28:00,2024-06-16 02:28:00,SUCCESSFUL_LOGIN,141.98.10.37,admin,sshd,auth-gateway,29783]: Accepted password for admin from 141.98.10.37 port 55669 ssh2,Jun 16 02:28:00 auth-gateway sshd[29783]: Accepted password for admin from 141.98.10.37 port 55669 ssh2,Iran,Tehran,35.69,51.39,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.88,S-0118,63.25,CRITICAL
311,Jun 16 02:30:35,2024-06-16 02:30:35,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,db-primary,14897]: Accepted password for admin from 192.168.1.101 port 64826 ssh2,Jun 16 02:30:35 db-primary sshd[14897]: Accepted password for admin from 192.168.1.101 port 64826 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0119,51.72,CRITICAL
312,Jun 16 02:33:00,2024-06-16 02:33:00,OTHER,Internal,unknown,sudo,auth-gateway, admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Jun 16 02:33:00 auth-gateway sudo: admin : TTY=pts/0 ; PWD=/home/admin ; USER=root ; COMMAND=/bin/bash,Local,Internal,0.0,0.0,0.95,AS0 — Internal,T1059 — Command and Scripting Interpreter,Execution,0.3,S-0120,19.67,MEDIUM
313,Jun 16 02:33:07,2024-06-16 02:33:07,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,8721]: Accepted password for ubuntu from 192.168.1.101 port 34068 ssh2,Jun 16 02:33:07 auth-gateway sshd[8721]: Accepted password for ubuntu from 192.168.1.101 port 34068 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0119,51.72,CRITICAL
314,Jun 16 02:38:35,2024-06-16 02:38:35,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,server01,22987]: Accepted password for ubuntu from 10.0.0.12 port 30431 ssh2,Jun 16 02:38:35 server01 sshd[22987]: Accepted password for ubuntu from 10.0.0.12 port 30431 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0121,52.14,CRITICAL
315,Jun 16 02:48:00,2024-06-16 02:48:00,DISCONNECT,141.98.10.37,unknown,sshd,auth-gateway,55002]: Disconnected from 141.98.10.37 port 59790,Jun 16 02:48:00 auth-gateway sshd[55002]: Disconnected from 141.98.10.37 port 59790,Iran,Tehran,35.69,51.39,0.0,AS4134  — ChinaNet,T1070 — Indicator Removal,Defense Evasion,0.88,S-0118,63.25,CRITICAL
316,Jun 16 02:57:17,2024-06-16 02:57:17,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,auth-gateway,47664]: Accepted password for ubuntu from 192.168.1.101 port 50518 ssh2,Jun 16 02:57:17 auth-gateway sshd[47664]: Accepted password for ubuntu from 192.168.1.101 port 50518 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0119,51.72,CRITICAL
317,Jun 16 02:58:16,2024-06-16 02:58:16,SUCCESSFUL_LOGIN,10.0.0.5,deploy,sshd,server01,4464]: Accepted password for deploy from 10.0.0.5 port 43139 ssh2,Jun 16 02:58:16 server01 sshd[4464]: Accepted password for deploy from 10.0.0.5 port 43139 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0122,47.71,CRITICAL
318,Jun 16 02:58:53,2024-06-16 02:58:53,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,auth-gateway,61262]: Accepted password for admin from 192.168.1.55 port 60448 ssh2,Jun 16 02:58:53 auth-gateway sshd[61262]: Accepted password for admin from 192.168.1.55 port 60448 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0123,59.03,CRITICAL
319,Jun 16 03:04:19,2024-06-16 03:04:19,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,auth-gateway,30708]: Accepted password for user from 10.0.0.12 port 33285 ssh2,Jun 16 03:04:19 auth-gateway sshd[30708]: Accepted password for user from 10.0.0.12 port 33285 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0121,52.14,CRITICAL
320,Jun 16 03:05:45,2024-06-16 03:05:45,SUCCESSFUL_LOGIN,192.168.1.101,admin,sshd,server01,8962]: Accepted password for admin from 192.168.1.101 port 52748 ssh2,Jun 16 03:05:45 server01 sshd[8962]: Accepted password for admin from 192.168.1.101 port 52748 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0119,51.72,CRITICAL
321,Jun 16 03:06:00,2024-06-16 03:06:00,SUCCESSFUL_LOGIN,10.0.1.200,admin,sshd,auth-gateway,26800]: Accepted password for admin from 10.0.1.200 port 48501 ssh2,Jun 16 03:06:00 auth-gateway sshd[26800]: Accepted password for admin from 10.0.1.200 port 48501 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0124,49.62,CRITICAL
322,Jun 16 03:13:16,2024-06-16 03:13:16,SUCCESSFUL_LOGIN,192.168.1.55,admin,sshd,web-prod,14863]: Accepted password for admin from 192.168.1.55 port 44819 ssh2,Jun 16 03:13:16 web-prod sshd[14863]: Accepted password for admin from 192.168.1.55 port 44819 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0123,59.03,CRITICAL
323,Jun 16 03:16:45,2024-06-16 03:16:45,SUCCESSFUL_LOGIN,10.0.0.12,deploy,sshd,web-prod,1268]: Accepted password for deploy from 10.0.0.12 port 38234 ssh2,Jun 16 03:16:45 web-prod sshd[1268]: Accepted password for deploy from 10.0.0.12 port 38234 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0121,52.14,CRITICAL
324,Jun 16 03:19:15,2024-06-16 03:19:15,SUCCESSFUL_LOGIN,10.0.1.200,deploy,sshd,web-prod,52965]: Accepted password for deploy from 10.0.1.200 port 37099 ssh2,Jun 16 03:19:15 web-prod sshd[52965]: Accepted password for deploy from 10.0.1.200 port 37099 ssh2,Local,Internal,0.0,0.0,0.0,AS4134  — ChinaNet,T1078 — Valid Accounts,Initial Access,0.3,S-0124,49.62,CRITICAL
325,Jun 16 03:34:49,2024-06-16 03:34:49,SUCCESSFUL_LOGIN,10.0.0.5,user,sshd,server01,21270]: Accepted password for user from 10.0.0.5 port 40178 ssh2,Jun 16 03:34:49 server01 sshd[21270]: Accepted password for user from 10.0.0.5 port 40178 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0125,47.71,CRITICAL
326,Jun 16 03:41:02,2024-06-16 03:41:02,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,db-primary,37574]: Accepted password for admin from 10.0.0.5 port 39414 ssh2,Jun 16 03:41:02 db-primary sshd[37574]: Accepted password for admin from 10.0.0.5 port 39414 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0125,47.71,CRITICAL
327,Jun 16 03:48:09,2024-06-16 03:48:09,SUCCESSFUL_LOGIN,10.0.0.12,admin,sshd,db-primary,3007]: Accepted password for admin from 10.0.0.12 port 39465 ssh2,Jun 16 03:48:09 db-primary sshd[3007]: Accepted password for admin from 10.0.0.12 port 39465 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0126,52.14,CRITICAL
328,Jun 16 03:50:38,2024-06-16 03:50:38,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,auth-gateway,13095]: Accepted password for user from 10.0.0.12 port 58573 ssh2,Jun 16 03:50:38 auth-gateway sshd[13095]: Accepted password for user from 10.0.0.12 port 58573 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0126,52.14,CRITICAL
329,Jun 16 03:56:20,2024-06-16 03:56:20,SUCCESSFUL_LOGIN,192.168.1.101,ubuntu,sshd,web-prod,17655]: Accepted password for ubuntu from 192.168.1.101 port 39012 ssh2,Jun 16 03:56:20 web-prod sshd[17655]: Accepted password for ubuntu from 192.168.1.101 port 39012 ssh2,India,Mumbai,19.08,72.88,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.35,S-0127,51.72,CRITICAL
330,Jun 16 04:07:21,2024-06-16 04:07:21,SUCCESSFUL_LOGIN,10.0.0.12,ubuntu,sshd,auth-gateway,35357]: Accepted password for ubuntu from 10.0.0.12 port 47428 ssh2,Jun 16 04:07:21 auth-gateway sshd[35357]: Accepted password for ubuntu from 10.0.0.12 port 47428 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0126,52.14,CRITICAL
331,Jun 16 04:12:06,2024-06-16 04:12:06,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,auth-gateway,56628]: Accepted password for user from 10.0.0.12 port 56174 ssh2,Jun 16 04:12:06 auth-gateway sshd[56628]: Accepted password for user from 10.0.0.12 port 56174 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0126,52.14,CRITICAL
332,Jun 16 04:12:52,2024-06-16 04:12:52,SUCCESSFUL_LOGIN,10.0.0.12,user,sshd,web-prod,3307]: Accepted password for user from 10.0.0.12 port 56022 ssh2,Jun 16 04:12:52 web-prod sshd[3307]: Accepted password for user from 10.0.0.12 port 56022 ssh2,Local,Internal,0.0,0.0,0.0,AS36352 — ColoCrossing (bulletproof),T1078 — Valid Accounts,Initial Access,0.3,S-0126,52.14,CRITICAL
333,Jun 16 04:17:10,2024-06-16 04:17:10,SUCCESSFUL_LOGIN,10.0.0.5,admin,sshd,db-primary,13232]: Accepted password for admin from 10.0.0.5 port 36010 ssh2,Jun 16 04:17:10 db-primary sshd[13232]: Accepted password for admin from 10.0.0.5 port 36010 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0128,47.71,CRITICAL
334,Jun 16 04:31:30,2024-06-16 04:31:30,SUCCESSFUL_LOGIN,192.168.1.55,deploy,sshd,web-prod,52273]: Accepted password for deploy from 192.168.1.55 port 58968 ssh2,Jun 16 04:31:30 web-prod sshd[52273]: Accepted password for deploy from 192.168.1.55 port 58968 ssh2,North Korea,Pyongyang,39.02,125.75,0.215,AS20473 — Vultr Holdings,T1078 — Valid Accounts,Initial Access,0.95,S-0129,59.03,CRITICAL
335,Jun 16 04:31:53,2024-06-16 04:31:53,SUCCESSFUL_LOGIN,10.0.0.5,ubuntu,sshd,web-prod,64873]: Accepted password for ubuntu from 10.0.0.5 port 63399 ssh2,Jun 16 04:31:53 web-prod sshd[64873]: Accepted password for ubuntu from 10.0.0.5 port 63399 ssh2,Local,Internal,0.0,0.0,0.25,AS8075  — Microsoft Corp,T1078 — Valid Accounts,Initial Access,0.3,S-0128,47.71,CRITICAL
